Total, Raycast, Update_cache, Inflation, PointCloudNumber, CacheNumber, InflationNumber
3.9804e-05, 3.8152e-05, 9.22e-07, 0, 2618, 2, 0
3.9645e-05, 3.8783e-05, 3.61e-07, 0, 2657, 2, 0
3.8964e-05, 3.7742e-05, 4.21e-07, 0, 2546, 2, 0
3.8873e-05, 3.7863e-05, 1.4e-07, 0, 2608, 0, 0
4.8277e-05, 3.9304e-05, 8.602e-06, 6.439e-06, 2575, 2, 123
3.8223e-05, 3.7562e-05, 1.31e-07, 0, 2609, 0, 0
3.8273e-05, 3.7301e-05, 4.41e-07, 0, 2515, 4, 0
4.3711e-05, 3.7031e-05, 6.129e-06, 4.005e-06, 2574, 2, 123
4.6475e-05, 3.8954e-05, 7.039e-06, 4.597e-06, 2595, 3, 123
3.9174e-05, 3.8032e-05, 4.91e-07, 0, 2594, 1, 0
4.6985e-05, 3.9374e-05, 6.86e-06, 4.095e-06, 2614, 2, 123
3.9354e-05, 3.7913e-05, 5.51e-07, 0, 2630, 1, 0
3.7361e-05, 3.617e-05, 5.41e-07, 0, 2480, 1, 0
3.7693e-05, 3.665e-05, 5e-07, 0, 2441, 2, 0
8.0812e-05, 7.918e-05, 6.61e-07, 0, 2458, 4, 0
3.8944e-05, 3.7772e-05, 5.91e-07, 0, 2573, 2, 0
3.8142e-05, 3.6611e-05, 9.01e-07, 0, 2581, 1, 0
4.4081e-05, 3.7302e-05, 6.459e-06, 3.374e-06, 2532, 4, 123
5.089e-05, 3.9185e-05, 1.1215e-05, 7.349e-06, 2561, 6, 246
5.6568e-05, 4.6103e-05, 8.112e-06, 4.556e-06, 2718, 3, 123
4.9238e-05, 4.5924e-05, 2.123e-06, 0, 2757, 4, 0
4.0186e-05, 3.9204e-05, 5.31e-07, 0, 2736, 4, 0
0.000304602, 0.000292275, 9.923e-06, 0, 2691, 3, 0
4.0526e-05, 3.9535e-05, 4.91e-07, 0, 2667, 4, 0
4.7366e-05, 3.7833e-05, 9.212e-06, 3.515e-06, 2558, 9, 123
4.6584e-05, 3.7622e-05, 8.482e-06, 5.468e-06, 2493, 7, 123
4.1618e-05, 3.611e-05, 5.097e-06, 3.094e-06, 2414, 8, 123
0.000124492, 9.9388e-05, 2.3473e-05, 1.5561e-05, 2400, 6, 246
7.6606e-05, 4.4843e-05, 3.0943e-05, 1.5572e-05, 2520, 11, 369
4.3119e-05, 4.0416e-05, 1.572e-06, 0, 2381, 7, 0
4.0847e-05, 3.3647e-05, 6.509e-06, 0, 2271, 11, 0
4.5223e-05, 3.7933e-05, 6.86e-06, 3.384e-06, 2455, 11, 123
5.5587e-05, 3.6701e-05, 1.8526e-05, 1.3048e-05, 2498, 12, 615
4.999e-05, 4.0436e-05, 8.742e-06, 4.907e-06, 2500, 10, 123
5.1542e-05, 4.1107e-05, 9.703e-06, 4.566e-06, 2467, 15, 123
7.6416e-05, 4.5183e-05, 3.0052e-05, 1.8986e-05, 2367, 14, 369
4.2369e-05, 3.581e-05, 5.818e-06, 0, 2407, 11, 0
5.5547e-05, 4.6835e-05, 8.201e-06, 3.936e-06, 2559, 13, 123
5.3955e-05, 4.6224e-05, 6.76e-06, 0, 2605, 9, 0
4.7075e-05, 4.4321e-05, 1.852e-06, 0, 2555, 11, 0
5.8972e-05, 3.9935e-05, 1.8195e-05, 1.0475e-05, 2495, 11, 246
5.9743e-05, 4.0046e-05, 1.9227e-05, 1.1507e-05, 2484, 22, 492
8.4297e-05, 4.4122e-05, 3.9465e-05, 1.8665e-05, 2437, 13, 492
0.000113158, 0.000103955, 7.831e-06, 0, 2377, 14, 0
6.2237e-05, 4.353e-05, 1.8306e-05, 1.0775e-05, 2708, 18, 369
4.8548e-05, 3.8333e-05, 9.744e-06, 3.335e-06, 2521, 18, 123
7.2862e-05, 4.3761e-05, 2.83e-05, 1.48e-05, 2513, 20, 369
5.8792e-05, 3.8063e-05, 2.0148e-05, 1.1144e-05, 2448, 21, 492
3.2235e-05, 3.0482e-05, 1.152e-06, 0, 2088, 10, 0
6.411e-05, 4.7526e-05, 1.6143e-05, 4.767e-06, 2883, 27, 123
5.5267e-05, 3.9605e-05, 1.5311e-05, 8.001e-06, 2438, 27, 246
6.7524e-05, 4.1998e-05, 2.4494e-05, 1.2367e-05, 2586, 26, 369
6.1366e-05, 3.9585e-05, 2.108e-05, 1.1828e-05, 2464, 22, 369
5.9062e-05, 3.9706e-05, 1.8305e-05, 1.1767e-05, 2410, 31, 492
0.00121127, 0.000250229, 0.000960479, 1.3217e-05, 2497, 2852, 615
0.000980728, 0.000243079, 0.000736958, 1.9488e-05, 2585, 3075, 615
0.000812833, 0.000271589, 0.000540804, 2.1489e-05, 2600, 3070, 984
0.000755664, 0.000278999, 0.000475964, 9.834e-06, 2609, 3159, 369
0.000768482, 0.000298897, 0.000469085, 1.8386e-05, 2570, 3324, 861
0.000833101, 0.000323811, 0.000508469, 1.8195e-05, 2613, 3532, 738
0.000805213, 0.000319785, 0.000484765, 2.6056e-05, 2593, 3441, 1107
0.0017994, 0.000811713, 0.000986176, 3.7043e-05, 2632, 3782, 861
0.000933584, 0.000340556, 0.000592086, 3.2707e-05, 2588, 3943, 861
0.000765699, 0.000331122, 0.000434056, 2.0419e-05, 2718, 4105, 984
0.00172676, 0.00082367, 0.000901488, 5.687e-05, 2647, 4308, 1353
0.00174715, 0.000804133, 0.000939232, 4.1919e-05, 2659, 4482, 1107
0.00178613, 0.000830049, 0.000954132, 5.0883e-05, 2598, 4513, 1230
0.000924311, 0.000400319, 0.00052312, 2.7059e-05, 2672, 4700, 1230
0.00184005, 0.000857047, 0.000981561, 5.719e-05, 2659, 4626, 1353
0.00211971, 0.00098729, 0.00113073, 3.2817e-05, 2685, 4748, 738
0.00194028, 0.000981332, 0.000957438, 4.5034e-05, 2762, 4839, 615
0.00143498, 0.000674312, 0.000759101, 2.1438e-05, 2637, 4618, 492
0.00166303, 0.000882484, 0.000779209, 6.8205e-05, 2614, 4768, 2091
0.00178054, 0.000838972, 0.000939293, 7.5197e-05, 2547, 4476, 1599
0.00163448, 0.000876526, 0.000756267, 1.7704e-05, 2636, 4650, 369
0.00178418, 0.000961935, 0.000820187, 2.5376e-05, 2591, 4710, 492
0.00164671, 0.000911164, 0.000733906, 2.6798e-05, 2704, 4843, 615
0.00156095, 0.000861965, 0.000697595, 3.5229e-05, 2590, 4537, 738
0.00165924, 0.000904254, 0.000753143, 5.1162e-05, 2651, 4892, 1230
0.001635, 0.000831654, 0.000801912, 3.9185e-05, 2518, 4619, 861
0.00080771, 0.000367605, 0.000439395, 3.0493e-05, 2628, 4918, 1353
0.000675395, 0.000326007, 0.000348417, 1.9167e-05, 2579, 4697, 861
0.00118738, 0.000572862, 0.000613569, 3.0854e-05, 2564, 4705, 615
0.000816382, 0.000409883, 0.000404646, 3.2196e-05, 2523, 4632, 1353
0.0015832, 0.000903905, 0.000677789, 4.3061e-05, 2543, 4593, 1107
0.00196654, 0.000874794, 0.00108953, 0.000111626, 2559, 4986, 2091
0.00220313, 0.00112513, 0.00107607, 8.9314e-05, 2578, 4849, 1968
0.00172286, 0.000883166, 0.000837522, 6.1665e-05, 2555, 4757, 1476
0.000835349, 0.000341648, 0.000492349, 5.0442e-05, 2522, 4696, 1476
0.00209878, 0.00106378, 0.00103267, 4.8707e-05, 2517, 4619, 984
0.00168756, 0.000873013, 0.000812868, 3.4689e-05, 2491, 4711, 738
0.00158537, 0.000832296, 0.000751312, 4.3301e-05, 2517, 4607, 984
0.00178678, 0.000821721, 0.000962708, 4.1468e-05, 2541, 4776, 615
0.00112327, 0.000529732, 0.000591348, 4.7307e-05, 2601, 4905, 1107
0.00157293, 0.000945675, 0.000623414, 3.0792e-05, 2580, 4709, 615
0.00162643, 0.000893582, 0.000729943, 1.6052e-05, 2565, 4598, 369
0.00108466, 0.000424645, 0.000658673, 2.5093e-05, 2540, 4530, 984
0.000720589, 0.000335901, 0.000383577, 2.3441e-05, 2473, 4507, 984
0.00112252, 0.000383977, 0.000737072, 1.5032e-05, 2607, 4830, 615
0.000869409, 0.000469508, 0.000398379, 2.9821e-05, 2547, 4723, 984
0.000760527, 0.000416174, 0.000343482, 1.4879e-05, 2577, 4791, 615
0.000773375, 0.00039919, 0.000373423, 1.8235e-05, 2623, 4957, 738
0.00072775, 0.000341138, 0.000385641, 2.1933e-05, 2606, 4793, 984
0.00190669, 0.000774206, 0.0011312, 5.0119e-05, 2638, 4895, 1353
0.00175393, 0.000821001, 0.000931286, 4.0876e-05, 2311, 4378, 861
0.000832708, 0.000375657, 0.00045591, 2.3783e-05, 2905, 5194, 984
0.00160252, 0.000854107, 0.000745805, 5.151e-05, 2579, 4826, 1107
0.00165212, 0.000882428, 0.000768057, 6.0784e-05, 2600, 4675, 1476
0.000814952, 0.000394623, 0.000419187, 2.832e-05, 2626, 4704, 615
0.00179265, 0.000985693, 0.000805079, 4.4303e-05, 2849, 5043, 984
0.000861228, 0.000407181, 0.000453356, 2.3464e-05, 2719, 4868, 984
0.00144761, 0.000801594, 0.000644113, 3.7544e-05, 2755, 4971, 861
0.00180526, 0.000974407, 0.000829093, 6.0965e-05, 2729, 4946, 1476
0.00168869, 0.000837095, 0.000849181, 4.969e-05, 2689, 4745, 1107
0.00190033, 0.00093362, 0.000964513, 3.9896e-05, 2612, 4841, 861
0.000889668, 0.000353586, 0.00053482, 1.9857e-05, 2544, 4907, 861
0.00170066, 0.000896898, 0.000802256, 4.3162e-05, 2619, 4998, 984
0.000998741, 0.000451874, 0.000546067, 2.9411e-05, 2599, 4883, 738
0.000865504, 0.000357181, 0.000506771, 1.3228e-05, 2644, 4951, 615
0.00162536, 0.000749502, 0.000874037, 2.7388e-05, 2650, 5044, 738
0.000743954, 0.000352084, 0.000390418, 2.6907e-05, 2658, 4963, 1230
0.000740229, 0.000367916, 0.00037048, 1.1386e-05, 2689, 5053, 615
0.00185944, 0.00100261, 0.00085528, 3.4027e-05, 2613, 4954, 861
0.000785222, 0.000376048, 0.000407993, 2.0198e-05, 2665, 4860, 615
0.000973157, 0.000480004, 0.00049175, 1.2297e-05, 2604, 4927, 492
0.00101283, 0.00040632, 0.000603297, 4.0988e-05, 2123, 3970, 861
0.00214, 0.00107385, 0.00106478, 7.71e-05, 3108, 5772, 1968
0.000953528, 0.000426349, 0.000526529, 3.468e-05, 2591, 5175, 861
0.00156856, 0.000869581, 0.00069764, 4.5245e-05, 2396, 4608, 1230
0.000907915, 0.000464793, 0.00044197, 8.452e-06, 2714, 5309, 246
0.00163707, 0.00085385, 0.000781428, 3.1614e-05, 2451, 4833, 738
0.00089022, 0.000494244, 0.000394855, 2.4743e-05, 2603, 5000, 984
0.000915265, 0.000489468, 0.000425097, 3.0314e-05, 2596, 5157, 1476
0.00168432, 0.000897611, 0.000784853, 2.839e-05, 2584, 4957, 615
0.000840641, 0.000418378, 0.000421722, 4.178e-05, 2578, 4877, 1107
0.000765395, 0.000404228, 0.000359976, 1.5821e-05, 2578, 4925, 615
0.000751566, 0.000358383, 0.000392331, 1.0505e-05, 2544, 5036, 369
0.00151835, 0.000749803, 0.000767047, 1.2257e-05, 2541, 4990, 246
0.00187177, 0.000975891, 0.000892274, 5.3486e-05, 2523, 4928, 1107
0.000898783, 0.000516085, 0.000382127, 9.133e-06, 2536, 4856, 246
0.00149504, 0.000806974, 0.000686144, 1.6723e-05, 2465, 4887, 369
0.000812011, 0.00035619, 0.00045518, 3.9003e-05, 2494, 4909, 1230
0.00184743, 0.000894597, 0.000950606, 4.195e-05, 2435, 4873, 861
0.000737437, 0.000368327, 0.000368558, 2.0219e-05, 2581, 4835, 861
0.0015593, 0.000888849, 0.00066848, 4.201e-05, 2532, 5026, 1107
0.000810219, 0.000453237, 0.000356411, 1.7195e-05, 2557, 4866, 738
0.0016923, 0.000952969, 0.000736525, 5.4947e-05, 2603, 4899, 1353
0.00109724, 0.000416535, 0.000680186, 4.6775e-05, 2590, 4835, 738
0.00160872, 0.000892895, 0.000714284, 5.0682e-05, 2603, 4895, 1230
0.000779176, 0.000360697, 0.000417887, 1.9919e-05, 2604, 4925, 492
0.00113786, 0.00078193, 0.000353367, 1.9595e-05, 2565, 4788, 861
0.000918401, 0.00043429, 0.00048325, 2.7749e-05, 2649, 5085, 615
0.000777663, 0.000370381, 0.000406812, 1.3718e-05, 2600, 4885, 492
0.00185331, 0.000911321, 0.00093941, 4.1058e-05, 2566, 4914, 738
0.00083169, 0.000387835, 0.000443314, 2.0628e-05, 2501, 4992, 738
0.000849555, 0.000426079, 0.000422885, 1.9338e-05, 2549, 4904, 369
0.00114322, 0.000820593, 0.00032045, 2.036e-05, 2615, 4843, 861
0.000831429, 0.000385562, 0.000445356, 3.9239e-05, 2591, 4871, 1476
0.00141832, 0.000869272, 0.00054768, 4.0517e-05, 2580, 4797, 861
0.00155486, 0.000858508, 0.000694317, 2.285e-05, 2532, 4741, 615
0.00103115, 0.000499453, 0.000530536, 2.2663e-05, 2793, 5254, 492
0.000877665, 0.000406892, 0.000470061, 1.9238e-05, 2690, 4853, 738
0.00082482, 0.000358163, 0.000465865, 2.8349e-05, 2636, 4928, 861
0.000757906, 0.000393443, 0.000363942, 1.7244e-05, 2644, 4849, 369
0.00080299, 0.000356321, 0.000446288, 2.3913e-05, 2513, 4637, 861
0.000968943, 0.000556493, 0.000412, 2.086e-05, 2678, 4944, 738
0.000871966, 0.000355149, 0.000516156, 1.332e-05, 2634, 4918, 369
0.00145652, 0.000821957, 0.00063293, 2.6227e-05, 2675, 5077, 738
0.000956475, 0.000512271, 0.000443244, 2.2032e-05, 2680, 5107, 738
0.000829728, 0.000407453, 0.000421683, 2.8348e-05, 2641, 4937, 861
0.000834764, 0.00042621, 0.000408114, 3.3826e-05, 2643, 4894, 1353
0.00076028, 0.000366766, 0.000392873, 1.2727e-05, 2671, 4946, 492
0.000894538, 0.000388217, 0.000505701, 1.4769e-05, 2669, 5032, 615
0.00135828, 0.000906655, 0.000449172, 1.8636e-05, 2672, 5059, 861
0.00091002, 0.000388096, 0.000521434, 1.7936e-05, 2637, 5077, 246
0.000687687, 0.000335181, 0.000351234, 1.7174e-05, 2477, 4828, 615
0.000826934, 0.000421072, 0.000405431, 1.1256e-05, 2773, 5098, 369
0.000933673, 0.000407664, 0.000525469, 1.6462e-05, 2688, 5224, 369
0.00107683, 0.000733722, 0.00034136, 6.83e-06, 2768, 4963, 246
0.00076021, 0.000389678, 0.000369871, 1.3679e-05, 2766, 5024, 615
0.00120975, 0.000587397, 0.000621425, 3.3116e-05, 2780, 5320, 615
0.000860962, 0.00041966, 0.000440911, 2.6568e-05, 2728, 5248, 861
0.000865579, 0.000432779, 0.000432378, 2.2009e-05, 2674, 5245, 738
0.000906936, 0.000372074, 0.000534482, 2.1954e-05, 2561, 5040, 861
0.00111188, 0.000562221, 0.000548873, 3.7693e-05, 2668, 4993, 1353
0.000847122, 0.000391481, 0.000454179, 1.4981e-05, 2611, 5048, 246
0.00107425, 0.000509457, 0.000563412, 1.2749e-05, 2582, 5110, 369
0.000851969, 0.000417407, 0.000434011, 1.9157e-05, 2606, 5092, 738
0.0008099, 0.000396919, 0.0004123, 1.5001e-05, 2480, 4830, 492
0.000891555, 0.000419952, 0.000471243, 2.1801e-05, 2653, 5131, 738
0.000791233, 0.000394225, 0.000396358, 2.0218e-05, 2606, 4841, 861
0.000790312, 0.000449824, 0.000339698, 1.0725e-05, 2622, 4872, 369
0.000832131, 0.000380816, 0.000451005, 2.2951e-05, 2616, 4926, 738
0.000819804, 0.000367497, 0.000451625, 3.544e-05, 2737, 5064, 1230
0.000690903, 0.000360328, 0.000329984, 3.435e-06, 2000, 4204, 123
0.000946452, 0.000497621, 0.000448391, 2.3475e-05, 3371, 5583, 984
0.000840053, 0.000401786, 0.000437796, 2.2352e-05, 2726, 5065, 861
0.000785185, 0.000401816, 0.000382999, 1.7346e-05, 2709, 5108, 615
0.000839642, 0.000389569, 0.000449173, 2.1391e-05, 2661, 4908, 492
0.000783053, 0.000393905, 0.000388347, 1.7044e-05, 2526, 4761, 738
0.000734394, 0.000398351, 0.000335212, 2.9553e-05, 2544, 4678, 1230
0.000807287, 0.000380375, 0.00042627, 2.08e-05, 2545, 4429, 615
0.000793918, 0.000360688, 0.000432629, 1.9076e-05, 2550, 4638, 738
0.00098014, 0.000477442, 0.000501636, 2.9643e-05, 2510, 4557, 1722
0.000776133, 0.000361018, 0.000414144, 1.391e-05, 2504, 4667, 615
0.00073178, 0.000364063, 0.000367247, 1.2618e-05, 2480, 4553, 369
0.00108451, 0.000382168, 0.000701818, 4.1872e-05, 2519, 4694, 738
0.000835607, 0.000375889, 0.000458696, 1.7494e-05, 2555, 4642, 492
0.000795521, 0.000373637, 0.000421023, 4.0007e-05, 2533, 4592, 1230
0.000800868, 0.000387446, 0.000412681, 1.7476e-05, 2595, 4780, 615
0.000769144, 0.000361229, 0.000407244, 2.4893e-05, 2600, 4694, 738
0.000792406, 0.000374367, 0.000416566, 1.498e-05, 2449, 4558, 615
0.00102539, 0.000508546, 0.000515836, 2.8129e-05, 2520, 4541, 984
0.000865929, 0.0003836, 0.000481358, 2.9481e-05, 2567, 4763, 984
0.000915419, 0.000470302, 0.000443795, 2.0329e-05, 2540, 4626, 984
0.000748915, 0.000370392, 0.000378043, 2.1278e-05, 2569, 4540, 738
0.000890794, 0.000388827, 0.000501326, 3.3569e-05, 2666, 4725, 984
0.000817391, 0.000370772, 0.000445758, 2.0659e-05, 2648, 4878, 861
0.000779168, 0.000374608, 0.000403589, 2.862e-05, 2684, 5060, 1107
0.000906327, 0.000392734, 0.000512532, 2.3434e-05, 2730, 4888, 738
0.00082339, 0.000381197, 0.000441572, 3.555e-06, 2715, 5007, 123
0.000867352, 0.000416477, 0.000450023, 2.5165e-05, 2706, 4906, 861
0.000772297, 0.000403699, 0.000368038, 1.6103e-05, 2657, 4867, 738
0.000814967, 0.000377512, 0.000436965, 1.1366e-05, 2639, 4765, 369
0.00077379, 0.000395988, 0.000377421, 2.2091e-05, 2595, 4613, 861
0.000755524, 0.000349172, 0.000405161, 2.5545e-05, 2508, 4438, 984
0.00102467, 0.000388387, 0.000635826, 3.9835e-05, 2527, 4565, 984
0.000780169, 0.000391481, 0.000388017, 1.5702e-05, 2550, 4681, 369
0.000762535, 0.000398772, 0.000362661, 6.79e-06, 2626, 4590, 246
0.000879459, 0.000381778, 0.00049712, 2.0229e-05, 2624, 5016, 615
0.000822819, 0.000362901, 0.000459127, 2.5055e-05, 2591, 4819, 738
0.000865569, 0.000377902, 0.000486676, 2.057e-05, 2520, 4409, 615
0.000811874, 0.000381527, 0.000429996, 1.9847e-05, 2531, 4629, 738
0.000809981, 0.000389169, 0.000420432, 1.7435e-05, 2573, 4793, 615
0.000774791, 0.000372344, 0.000401986, 3.0631e-05, 2471, 4483, 1107
0.00078095, 0.000377752, 0.000402517, 1.7475e-05, 2443, 4496, 738
0.000873881, 0.000374318, 0.000498602, 2.4403e-05, 2535, 4757, 738
0.000725151, 0.000377903, 0.000346558, 9.333e-06, 2490, 4479, 369
0.000889353, 0.000357734, 0.000530938, 2.097e-05, 2473, 4598, 615
0.000830159, 0.00042556, 0.000403949, 2.6928e-05, 2538, 4813, 984
0.000888803, 0.000361108, 0.000527222, 2.0157e-05, 2589, 4935, 861
0.000818784, 0.000372585, 0.000445378, 1.5502e-05, 2580, 4876, 369
0.000744409, 0.00035482, 0.000388768, 2.6009e-05, 2615, 4867, 1230
0.000885007, 0.000450024, 0.000434593, 2.0559e-05, 2615, 4873, 861
0.000906778, 0.000412901, 0.000492694, 2.2332e-05, 2579, 4944, 492
0.000820706, 0.000416086, 0.00040423, 2.2803e-05, 2483, 4718, 861
0.000790243, 0.000358856, 0.000430917, 3.1395e-05, 2579, 4447, 1107
0.000908339, 0.000479566, 0.000428403, 5.2444e-05, 2626, 4635, 1476
0.000865359, 0.000438328, 0.000426311, 2.1942e-05, 2540, 4700, 615
0.00107267, 0.000576192, 0.000495218, 3.1144e-05, 2576, 4759, 738
0.000888963, 0.000396869, 0.000491273, 1.485e-05, 2613, 4995, 369
0.00111517, 0.000519282, 0.000595319, 3.2746e-05, 2578, 4859, 615
0.000865941, 0.000384762, 0.000480537, 1.6724e-05, 2660, 4621, 738
0.000768513, 0.000359957, 0.000407955, 2.2341e-05, 2680, 5051, 738
0.000978409, 0.000494146, 0.000483892, 1.1857e-05, 2708, 4877, 246
0.00079541, 0.000422415, 0.000370502, 1.0764e-05, 2618, 4923, 492
0.000744208, 0.000372455, 0.000370502, 1.7434e-05, 2602, 4967, 738
0.00122323, 0.000579096, 0.000642395, 4.5824e-05, 2613, 4926, 984
0.000946023, 0.000452908, 0.000492354, 2.4955e-05, 2823, 5241, 984
0.000833174, 0.000382278, 0.000449374, 1.3428e-05, 2685, 4853, 492
0.000847124, 0.00046135, 0.000385323, 2.3606e-05, 2682, 4989, 984
0.000879269, 0.000434071, 0.000444407, 1.6484e-05, 2698, 5124, 492
0.000856346, 0.000381257, 0.000474619, 2.5385e-05, 2691, 5051, 861
0.000880521, 0.000384963, 0.000495188, 3.542e-05, 2642, 5022, 1107
0.000841095, 0.000408886, 0.000431608, 1.9096e-05, 2652, 4973, 492
0.000869225, 0.000430917, 0.000437257, 2.1641e-05, 2595, 4881, 615
0.000872049, 0.00043235, 0.000439379, 6.709e-06, 2789, 4928, 246
0.00088709, 0.000399573, 0.000486486, 3.0293e-05, 2584, 4896, 984
0.000852912, 0.000373847, 0.000478614, 1.7574e-05, 2628, 4897, 492
0.00100926, 0.000499083, 0.000508557, 2.0248e-05, 2658, 4958, 615
0.000848817, 0.000378854, 0.000468981, 2.5086e-05, 2567, 5033, 492
0.000949859, 0.000428955, 0.000520263, 2.107e-05, 2733, 5049, 738
0.000881643, 0.000419081, 0.000461431, 2.3543e-05, 2581, 4804, 738
0.00118686, 0.000519422, 0.000666179, 1.8436e-05, 2577, 5057, 615
0.000767552, 0.000375539, 0.000391522, 8.731e-06, 2635, 5058, 369
0.0010975, 0.000434663, 0.000661743, 3.1464e-05, 2561, 4953, 861
0.000933916, 0.000473968, 0.000459317, 2.2953e-05, 2609, 4886, 984
0.000991677, 0.000480828, 0.000510039, 1.8306e-05, 2605, 4773, 492
0.00090817, 0.000443555, 0.000463734, 1.7325e-05, 2510, 4738, 492
0.00131175, 0.000460959, 0.000850248, 3.6452e-05, 2562, 4894, 615
0.000861784, 0.000399473, 0.000461841, 1.9856e-05, 2545, 4735, 738
0.000882263, 0.000370222, 0.000511481, 1.9279e-05, 2587, 4791, 984
0.000933446, 0.000438268, 0.000494006, 2.1159e-05, 2595, 4788, 492
0.000807888, 0.000381127, 0.000426431, 1.5491e-05, 2496, 4898, 738
0.000780821, 0.000365575, 0.000414685, 9.574e-06, 2504, 4984, 369
0.000852161, 0.00046133, 0.000389749, 1.0514e-05, 2466, 4790, 369
0.000795061, 0.000430817, 0.000363392, 2.1611e-05, 2470, 4776, 861
0.00137412, 0.000798906, 0.0005744, 1.419e-05, 2401, 4736, 369
0.000747854, 0.000354199, 0.000393155, 4.847e-06, 2412, 4616, 123
0.000794289, 0.000359507, 0.000434252, 6.99e-06, 2361, 4505, 123
0.000830781, 0.000398011, 0.0004324, 1.1435e-05, 2353, 4514, 492
0.000851491, 0.000375029, 0.00047581, 2.2401e-05, 2412, 4594, 615
0.000784897, 0.000348171, 0.000435664, 1.386e-05, 2446, 4685, 492
0.000976487, 0.000457344, 0.000518031, 1.8816e-05, 2456, 4784, 492
0.000869976, 0.000409057, 0.000460099, 1.3129e-05, 2504, 4869, 492
0.000954295, 0.000435044, 0.000518381, 2.6286e-05, 2431, 4942, 738
0.000823641, 0.000461841, 0.000361179, 7.832e-06, 2484, 4967, 246
0.000830301, 0.000365775, 0.000464235, 1.1916e-05, 2410, 4744, 369
0.000810242, 0.000408606, 0.000401146, 1.0224e-05, 2465, 4959, 246
0.000847745, 0.000362081, 0.000485344, 1.2106e-05, 2462, 4882, 369
0.000720556, 0.000364163, 0.000355982, 2.3313e-05, 2449, 4806, 1107
0.00113288, 0.000442263, 0.000689803, 2.2932e-05, 2502, 4888, 369
0.000792357, 0.000356713, 0.000435003, 1.0896e-05, 2185, 4469, 246
0.000992429, 0.000492124, 0.000499294, 1.348e-05, 2859, 5506, 369
0.000906608, 0.000374267, 0.00053189, 2.4123e-05, 2524, 5122, 861
0.000925334, 0.000369601, 0.000555213, 1.2367e-05, 2498, 5099, 369
0.00107529, 0.000435595, 0.000639281, 2.1069e-05, 2498, 5065, 369
0.0011263, 0.000455392, 0.000670225, 1.9767e-05, 2547, 5034, 492
0.000934147, 0.000400114, 0.000533552, 1.2137e-05, 2432, 4930, 369
0.000991508, 0.000403839, 0.000586917, 2.3002e-05, 2387, 4754, 738
0.000945223, 0.000389449, 0.000554812, 1.6113e-05, 2475, 4924, 615
0.00110287, 0.000403789, 0.000697243, 4.6275e-05, 2238, 4530, 1968
0.00101075, 0.000448402, 0.000561702, 4.6166e-05, 2721, 5261, 2706
0.000944491, 0.000417879, 0.000525691, 5.0761e-05, 2517, 5073, 2583
0.000961456, 0.000409197, 0.000551097, 3.3115e-05, 2537, 5209, 1230
0.000885318, 0.000396219, 0.000488659, 5.9465e-05, 2495, 4876, 2583
0.000981173, 0.000396139, 0.000583863, 6.8975e-05, 2531, 5003, 2829
0.001039, 0.000426602, 0.000610691, 5.0454e-05, 2435, 4774, 2214
0.000911966, 0.000413282, 0.000497722, 5.7711e-05, 2501, 4918, 2583
0.000879811, 0.00041898, 0.000459749, 4.2488e-05, 2490, 4954, 1968
0.00089396, 0.000452468, 0.000440902, 5.2627e-05, 2557, 4865, 3321
0.000857279, 0.000395057, 0.00046094, 5.2714e-05, 2522, 4798, 2337
0.000954586, 0.000414224, 0.000539531, 7.0972e-05, 2566, 5060, 3567
0.0010029, 0.000476211, 0.000525772, 5.2892e-05, 2703, 5096, 3198
0.00104576, 0.000413954, 0.0006311, 5.6193e-05, 2640, 4962, 2829
0.00102482, 0.000404701, 0.000619393, 6.9475e-05, 2702, 4977, 3321
0.0010248, 0.000465477, 0.000558848, 8.1965e-05, 2752, 5078, 3813
0.000994191, 0.000427063, 0.000566518, 6.2798e-05, 2720, 4992, 3813
0.00115673, 0.000403158, 0.000753191, 6.1471e-05, 2846, 5213, 2583
0.000830721, 0.00039736, 0.00043282, 6.8857e-05, 2783, 4910, 3075
0.000927357, 0.000431108, 0.000495759, 5.8544e-05, 2793, 5114, 3321
0.000916682, 0.000452288, 0.000464074, 5.5536e-05, 2732, 4979, 2583
0.000796303, 0.000408976, 0.000386606, 4.8514e-05, 2835, 5057, 2460
0.000834587, 0.000415926, 0.00041818, 5.4177e-05, 2799, 5100, 2460
0.000911335, 0.000392493, 0.000518361, 5.4149e-05, 2844, 5002, 3321
0.000904616, 0.000423417, 0.000480768, 5.8825e-05, 2916, 5182, 3567
0.00120421, 0.000485805, 0.000717512, 6.7627e-05, 2969, 5598, 2706
0.000941107, 0.000434903, 0.000505803, 5.2642e-05, 3058, 5585, 3075
0.000897215, 0.000435724, 0.00046086, 6.429e-05, 3007, 5489, 3567
0.00290748, 0.00122777, 0.00167631, 0.000225989, 3028, 5317, 4797
0.00114868, 0.000558477, 0.00058899, 5.3498e-05, 3078, 5200, 3444
0.000935159, 0.000415015, 0.000519582, 5.1674e-05, 3044, 5324, 1599
0.000953044, 0.000434803, 0.000517469, 6.4116e-05, 2919, 4925, 3321
0.000901131, 0.000402948, 0.000497621, 7.3353e-05, 3005, 5014, 4305
0.00109931, 0.000437526, 0.000660862, 8.7626e-05, 3055, 5313, 4182
0.00106149, 0.000453059, 0.000607987, 7.062e-05, 3078, 5234, 3936
0.000968986, 0.000391713, 0.000576483, 7.9119e-05, 3012, 5273, 3690
